City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Ilulissat,GL,2021-01-30 00:57:52,69.2167,-51.1,-0.4,60,0,4.61
273,Dauphin,CA,2021-01-30 01:02:37,51.1494,-100.0502,14.0,85,90,12.66
274,Trapani,IT,2021-01-30 01:02:37,37.8333,12.6667,61.0,94,20,21.85
275,Dingle,PH,2021-01-30 00:57:40,10.9995,122.6711,75.09,89,100,12.95
276,Lompoc,US,2021-01-30 00:54:03,34.6391,-120.4579,51.8,82,75,4.61
277,Mondlo,ZA,2021-01-30 01:02:37,-27.983,30.7177,64.51,98,100,2.93
278,Samana,DO,2021-01-30 01:02:37,19.2056,-69.3369,73.38,81,31,7.18
279,Bow+Island,CA,2021-01-30 01:00:02,49.8668,-111.3684,12.2,85,0,5.75
280,Riyadh,SA,2021-01-30 00:56:52,24.6877,46.7219,64.4,27,29,11.5
281,Sur,OM,2021-01-30 01:02:38,22.5667,59.5289,63.18,52,0,7.4
282,Amboasary,MG,2021-01-30 01:02:38,-25.0333,46.3833,80.6,83,20,16.11
283,Rudbar,AF,2021-01-30 01:02:38,30.15,62.6,51.87,33,18,2.28
284,Burriana,ES,2021-01-30 01:02:38,39.889,-0.085,62.01,59,0,8.84
285,Litovko,RU,2021-01-30 01:02:38,49.2361,135.1742,-1.88,90,100,2.55
286,Znamenskoye,RU,2021-01-30 01:02:38,57.1281,73.8282,-4.32,89,100,6.69
287,Ardakan,IR,2021-01-30 01:02:39,32.31,54.0175,53.6,37,20,4.61
288,Kovur,IN,2021-01-30 01:02:39,14.4833,79.9833,67.8,89,79,3.71
289,Viedma,AR,2021-01-30 01:02:39,-40.8135,-62.9967,59.0,71,0,14.88
290,Lakatoro,VU,2021-01-30 01:02:39,-16.0999,167.4164,82.98,76,33,13.73
291,Karla,EE,2021-01-30 01:02:39,59.3723,24.9275,26.01,93,90,10.36
292,Lerwick,GB,2021-01-30 01:02:39,60.1545,-1.1494,33.8,80,75,14.97
293,Ixtapa,MX,2021-01-30 01:00:23,20.7,-105.2,75.2,83,40,8.05
294,Kaitangata,NZ,2021-01-30 00:57:47,-46.2817,169.8464,57.0,77,51,8.01
295,Busayra,JO,2021-01-30 01:02:40,30.7376,35.6078,36.91,92,29,10.71
296,Filingue,NE,2021-01-30 00:58:05,14.3521,3.3168,69.85,22,24,11.05
297,Washington,US,2021-01-30 00:58:17,47.5001,-120.5015,39.0,89,100,1.01
298,Saint-Leu,RE,2021-01-30 01:02:40,-21.15,55.2833,75.99,63,0,0.63
299,Mabaruma,GY,2021-01-30 01:02:40,8.2,-59.7833,73.53,89,4,4.27
300,Ushtobe,KZ,2021-01-30 01:02:40,45.2514,77.9838,13.41,85,0,7.56
301,Mandan,US,2021-01-30 01:01:43,46.8267,-100.8896,24.8,100,90,13.8
302,Verkhnyaya+Inta,RU,2021-01-30 01:02:40,65.9811,60.3094,-5.26,84,100,18.48
303,Meulaboh,ID,2021-01-30 00:58:31,4.1363,96.1285,75.83,86,93,4.7
304,Hindang,PH,2021-01-30 01:02:41,10.4342,124.7292,80.2,76,100,15.03
305,Ranong,TH,2021-01-30 00:58:11,9.9658,98.6348,75.2,88,40,2.3
306,Bintulu,MY,2021-01-30 01:02:41,3.1667,113.0333,77.0,94,40,2.28
307,Whitecourt,CA,2021-01-30 01:02:41,54.1502,-115.6855,6.8,72,20,3.44
308,Yerbogachen,RU,2021-01-30 00:54:08,61.2767,108.0108,-44.46,77,52,5.97
309,Vallauris,FR,2021-01-30 01:02:41,43.5833,7.05,59.0,36,0,14.97
310,Hambantota,LK,2021-01-30 00:58:23,6.1241,81.1185,71.6,100,0,6.6
311,Coquimbo,CL,2021-01-30 00:53:16,-29.9533,-71.3436,62.6,88,90,6.91
312,Dakar,SN,2021-01-30 00:58:26,14.6937,-17.4441,64.4,88,0,9.22
313,Cascavel,BR,2021-01-30 01:02:42,-24.9558,-53.4553,68.0,98,100,9.13
314,Fairbanks,US,2021-01-30 00:53:30,64.8378,-147.7164,1.0,78,40,3.44
315,Saint+Anthony,US,2021-01-30 00:58:41,45.0205,-93.218,25.0,58,40,9.22
316,Leningradskiy,RU,2021-01-30 00:53:27,69.3833,178.4167,-23.6,84,100,8.32
317,Cognac,FR,2021-01-30 01:02:43,45.5,-0.25,51.8,100,90,6.91
318,The+Valley,AI,2021-01-30 01:02:43,18.217,-63.0578,78.01,83,20,5.75
319,Egvekinot,RU,2021-01-30 01:02:43,66.3167,-179.1667,-20.65,84,0,7.96
320,Baruun-Urt,MN,2021-01-30 00:57:57,46.6806,113.2792,-2.65,92,100,7.99
321,Cururupu,BR,2021-01-30 01:02:43,-1.8283,-44.8683,77.77,84,100,4.5
322,Huarmey,PE,2021-01-30 00:58:18,-10.0681,-78.1522,71.15,77,58,8.84
323,Traralgon,AU,2021-01-30 01:02:43,-38.1833,146.5333,73.0,65,77,17.0
324,Pouebo,NC,2021-01-30 01:02:44,-20.4,164.5667,82.83,64,35,13.4
325,Kysyl-Syr,RU,2021-01-30 01:02:44,63.8986,122.7617,-44.64,77,100,2.39
326,Ucluelet,CA,2021-01-30 00:57:24,48.9329,-125.5528,43.0,93,90,13.8
327,Assiniboia,CA,2021-01-30 01:02:44,49.6334,-105.9845,12.2,79,100,8.05
328,Siteki,SZ,2021-01-30 01:02:44,-26.45,31.95,67.69,100,93,0.2
329,Kutum,SD,2021-01-30 01:02:44,14.2,24.6667,52.25,40,0,9.86
330,Mamontovo,RU,2021-01-30 01:02:45,52.7055,81.6244,13.93,96,100,9.28
331,Cap+Malheureux,MU,2021-01-30 01:02:45,-19.9842,57.6142,78.01,83,0,4.0
332,Santa+Cruz,BO,2021-01-30 00:57:52,-17.8,-63.1667,75.2,88,90,12.66
333,Saint+George,US,2021-01-30 00:57:39,37.1041,-113.5841,44.6,65,20,4.61
334,Kalmunai,LK,2021-01-30 00:57:57,7.4167,81.8167,74.25,90,9,7.63
335,Novobirilyussy,RU,2021-01-30 01:02:45,56.9514,90.6661,-13.34,88,100,7.29
336,Ibimirim,BR,2021-01-30 01:02:46,-8.5406,-37.6903,75.7,72,98,10.09
337,Sharjah,AE,2021-01-30 01:02:46,25.3573,55.4033,66.2,77,0,3.44
338,Krasnoselkup,RU,2021-01-30 01:02:46,65.7,82.4667,-34.01,79,0,3.83
339,Vao,NC,2021-01-30 01:02:46,-22.6667,167.4833,76.19,74,79,21.09
340,Ban+Tak,TH,2021-01-30 01:02:46,17.0432,99.0813,71.6,88,75,1.41
341,Gambiran,ID,2021-01-30 01:02:46,-6.7988,111.4951,75.94,90,100,11.41
342,Inhambane,MZ,2021-01-30 01:02:47,-23.865,35.3833,78.15,82,3,0.87
343,Caravelas,BR,2021-01-30 01:02:47,-17.7125,-39.2481,76.01,84,0,5.82
344,Makinsk,KZ,2021-01-30 01:02:47,52.6292,70.4169,13.33,91,19,6.44
345,Manga,BF,2021-01-30 01:02:47,11.6636,-1.0731,72.1,20,0,8.68
346,Kaeo,NZ,2021-01-30 01:02:47,-35.1,173.7833,71.01,67,75,8.99
347,High+Level,CA,2021-01-30 01:02:47,58.5169,-117.136,-7.6,84,1,2.3
348,Mitsamiouli,KM,2021-01-30 00:58:17,-11.3847,43.2844,82.27,74,66,10.74
349,Bonney+Lake,US,2021-01-30 01:02:48,47.1771,-122.1865,45.0,87,1,3.06
350,Leshukonskoye,RU,2021-01-30 01:02:48,64.8989,45.7622,11.8,95,100,8.72
351,Fare,PF,2021-01-30 01:02:48,-16.7,-151.0167,80.38,67,86,1.01
352,Leh,IN,2021-01-30 01:02:48,34.1667,77.5833,-1.93,65,0,2.77
353,Sorland,NO,2021-01-30 00:57:43,67.667,12.6934,29.41,88,62,8.9
354,Ust-Kuyga,RU,2021-01-30 01:02:48,70.0167,135.6,-39.35,78,100,1.28
355,Harper,LR,2021-01-30 00:58:17,4.375,-7.7169,77.97,87,0,6.4
356,Cairns,AU,2021-01-30 00:59:26,-16.9167,145.7667,88.0,70,40,14.97
357,Ladson,US,2021-01-30 01:02:25,32.9857,-80.1098,39.2,52,1,3.44
358,Dongsheng,CN,2021-01-30 01:01:39,39.8161,109.9776,18.54,82,0,15.37
359,Samarai,PG,2021-01-30 00:57:55,-10.6167,150.6667,84.58,72,100,8.57
360,Minsk,BY,2021-01-30 00:54:20,53.9,27.5667,24.8,86,90,11.18
361,Moose+Factory,CA,2021-01-30 01:02:50,51.2585,-80.6094,-0.4,78,90,9.22
362,Santiago+Del+Estero,AR,2021-01-30 00:58:22,-27.7951,-64.2615,88.27,44,22,8.93
363,Warragul,AU,2021-01-30 01:02:50,-38.1667,145.9333,62.01,97,99,3.0
364,Mulege,MX,2021-01-30 01:02:50,26.8833,-111.9833,62.69,65,6,3.67
365,Bani,DO,2021-01-30 01:02:50,18.2833,-70.3333,75.99,96,4,12.44
366,Manta,EC,2021-01-30 01:01:03,-0.95,-80.7333,82.4,74,75,3.44
367,Carlyle,US,2021-01-30 01:02:50,38.6103,-89.3726,35.01,72,100,5.01
368,Prince+Rupert,CA,2021-01-30 00:58:06,54.3161,-130.3201,37.4,70,90,13.8
369,Chodavaram,IN,2021-01-30 01:02:51,17.8333,82.95,69.8,100,20,2.3
370,Flinders,AU,2021-01-30 00:58:01,-34.5833,150.8552,71.01,94,43,8.01
371,Sola,VU,2021-01-30 00:58:48,-13.8833,167.55,87.8,79,75,5.75
372,Marawi,PH,2021-01-30 01:02:51,7.9986,124.2928,75.99,82,48,5.99
373,Berlevag,NO,2021-01-30 00:58:04,70.8578,29.0864,24.13,95,100,16.82
374,Pemba,MZ,2021-01-30 01:02:51,-12.974,40.5178,78.8,89,75,5.75
375,La+Ronge,CA,2021-01-30 00:58:44,55.1001,-105.2842,8.6,85,75,3.44
376,Rocha,UY,2021-01-30 00:57:44,-34.4833,-54.3333,66.96,87,1,2.06
377,Zhongshu,CN,2021-01-30 01:02:52,24.5167,103.7667,49.66,89,64,4.18
378,Kavieng,PG,2021-01-30 00:53:03,-2.5744,150.7967,83.82,78,100,14.38
379,Sidi+Ali,DZ,2021-01-30 01:02:52,36.0998,0.4206,56.64,78,0,8.03
380,Bellavista,PE,2021-01-30 01:02:52,-7.0561,-76.5911,87.8,51,40,6.91
381,Tateyama,JP,2021-01-30 01:02:13,34.9833,139.8667,44.6,39,20,2.3
382,Ambilobe,MG,2021-01-30 01:02:53,-13.2,49.05,73.62,92,65,2.66
383,Bonavista,CA,2021-01-30 00:58:46,48.6499,-53.1147,27.0,100,100,6.91
384,Broken+Hill,AU,2021-01-30 00:58:39,-31.95,141.4333,71.6,53,1,20.71
385,Luau,AO,2021-01-30 01:02:53,-10.7073,22.2247,65.39,97,100,1.72
386,Antofagasta,CL,2021-01-30 01:00:02,-23.65,-70.4,68.0,73,20,11.5
387,Solenzo,BF,2021-01-30 01:02:53,12.1833,-4.0833,71.98,20,62,7.74
388,Sumkino,RU,2021-01-30 01:02:53,58.1108,68.3244,2.8,94,100,9.4
389,Obuasi,GH,2021-01-30 01:02:54,6.206,-1.6619,72.84,95,79,1.43
390,Pital,CO,2021-01-30 01:02:54,2.2665,-75.8044,70.34,73,87,3.53
391,Trairi,BR,2021-01-30 01:02:54,-3.2778,-39.2689,80.01,80,100,11.68
392,Rawson,AR,2021-01-30 00:58:22,-43.3002,-65.1023,57.33,57,0,12.59
393,Mbandaka,CD,2021-01-30 01:02:54,0.0487,18.2603,72.32,92,100,0.89
394,Camacha,PT,2021-01-30 00:58:22,33.0833,-16.3333,62.6,82,75,10.36
395,Daru,PG,2021-01-30 01:02:54,-9.0763,143.2092,77.83,88,99,14.74
396,Nizwa,OM,2021-01-30 00:58:00,22.9333,57.5333,53.01,66,0,1.61
397,Itacoatiara,BR,2021-01-30 00:59:24,-3.1431,-58.4442,75.58,96,83,2.3
398,Berthierville,CA,2021-01-30 01:02:55,46.0834,-73.1824,12.2,62,11,12.66
399,Arlit,NE,2021-01-30 00:58:32,18.7369,7.3853,56.88,32,0,2.71
400,Muroto,JP,2021-01-30 01:02:55,33.2833,134.15,37.4,60,20,1.14
401,Santa+Fe,AR,2021-01-30 01:02:55,-31.6333,-60.7,78.01,75,17,1.59
402,Puquio,PE,2021-01-30 01:02:55,-14.7,-74.1333,51.26,61,100,6.38
403,Jaisalmer,IN,2021-01-30 01:02:55,26.9147,70.9181,53.64,32,0,6.82
404,Port+Shepstone,ZA,2021-01-30 01:02:56,-30.7414,30.455,72.64,87,15,7.29
405,Albanel,CA,2021-01-30 01:02:56,48.8832,-72.4487,6.8,66,12,11.5
406,Yarada,IN,2021-01-30 01:02:56,17.65,83.2667,69.8,100,20,2.3
407,Dolores,AR,2021-01-30 01:01:47,-36.3132,-57.6792,74.28,45,82,2.55
408,Nabire,ID,2021-01-30 01:02:56,-3.3667,135.4833,77.47,85,100,1.52
409,Wad+Madani,SD,2021-01-30 01:02:56,14.4012,33.5199,65.7,24,0,17.22
410,Sinnamary,GF,2021-01-30 01:02:57,5.3833,-52.95,77.13,89,99,13.42
411,Ulladulla,AU,2021-01-30 01:02:57,-35.35,150.4667,73.99,100,75,5.75
412,Greytown,ZA,2021-01-30 01:02:57,-29.0642,30.5928,62.91,97,100,0.85
413,Teguldet,RU,2021-01-30 00:58:11,57.3064,88.1667,-19.64,86,21,6.4
414,Mehran,IR,2021-01-30 01:02:57,33.1222,46.1646,35.6,100,40,2.3
415,Taseyevo,RU,2021-01-30 01:02:57,57.2169,94.8978,-20.11,86,100,4.63
416,Hamilton,US,2021-01-30 00:53:35,39.1834,-84.5333,28.99,59,1,4.61
417,Loudi,CN,2021-01-30 01:02:58,27.7344,111.9944,48.06,75,92,2.91
418,Gorontalo,ID,2021-01-30 00:54:16,0.5412,123.0595,84.25,63,87,3.18
419,Casablanca,MA,2021-01-30 00:58:06,33.5928,-7.6192,59.0,100,40,2.3
420,Wangqing,CN,2021-01-30 01:02:58,43.3218,129.7634,2.77,88,98,0.96
421,Ewa+Beach,US,2021-01-30 01:02:58,21.3156,-158.0072,80.6,54,75,11.5
422,Boa+Vista,BR,2021-01-30 00:58:43,2.8197,-60.6733,84.2,58,40,9.22
423,Hearst,CA,2021-01-30 01:02:58,49.6835,-83.6665,-5.8,84,100,2.3
424,Dom+Pedro,BR,2021-01-30 00:59:17,-4.4833,-44.45,74.66,95,100,2.93
425,Quatre+Cocos,MU,2021-01-30 00:58:32,-20.2078,57.7625,80.6,78,40,8.05
426,Victor+Harbor,AU,2021-01-30 00:59:19,-35.5667,138.6167,66.99,69,68,1.99
427,Otjiwarongo,NA,2021-01-30 01:02:59,-20.4637,16.6477,67.51,67,55,2.13
428,Peleduy,RU,2021-01-30 01:02:59,59.6289,112.7406,-43.44,75,50,4.52
429,Saint-Denis,FR,2021-01-30 00:57:39,48.9167,2.3333,46.4,81,0,8.05
430,Villefranche-De-Rouergue,FR,2021-01-30 01:02:59,44.3333,2.0,51.01,93,90,5.75
431,Puqi,CN,2021-01-30 01:02:59,29.7167,113.8833,49.37,64,100,0.78
432,Los+Llanos+De+Aridane,ES,2021-01-30 00:58:11,28.6585,-17.9182,66.2,77,20,14.97
433,Otane,NZ,2021-01-30 01:03:00,-39.8833,176.6333,63.0,60,100,11.63
434,Manggar,ID,2021-01-30 01:03:00,-2.8833,108.2667,81.1,79,100,12.84
435,Altoona,US,2021-01-30 01:02:42,40.5187,-78.3947,23.0,75,63,5.01
436,Aripuana,BR,2021-01-30 00:58:45,-9.1667,-60.6333,74.43,97,100,2.13
437,Oranjestad,AW,2021-01-30 01:03:00,12.524,-70.027,78.8,78,20,13.8
438,Sibolga,ID,2021-01-30 00:58:08,1.7427,98.7792,75.74,85,100,4.03
439,Port+Lincoln,AU,2021-01-30 00:58:35,-34.7333,135.8667,66.11,58,54,11.5
440,Tuymazy,RU,2021-01-30 01:03:01,54.6067,53.7097,25.56,97,96,7.96
441,Longyearbyen,SJ,2021-01-30 00:58:05,78.2186,15.6401,-0.4,55,20,23.02
442,Atherton,GB,2021-01-30 01:03:01,53.5237,-2.4935,42.01,77,100,8.99
443,Hofn,IS,2021-01-30 00:57:53,64.2539,-15.2082,30.92,86,56,5.53
444,Bonnyville,CA,2021-01-30 00:59:50,54.2668,-110.735,5.0,72,1,3.44
445,Iwanai,JP,2021-01-30 01:03:02,42.9744,140.5089,27.36,96,100,26.98
446,Siniscola,IT,2021-01-30 01:03:02,40.5719,9.6922,59.0,47,0,20.71
447,Puro,PH,2021-01-30 01:03:02,12.4841,123.3827,75.9,82,100,21.74
448,East+Wenatchee+Bench,US,2021-01-30 01:03:04,47.4257,-120.2812,39.0,82,100,1.61
449,Beian,NO,2021-01-30 01:03:04,63.6559,9.5683,37.4,81,75,14.97
450,Sobolevo,RU,2021-01-30 00:58:20,54.4299,31.8996,23.68,97,100,12.86
451,Matay,EG,2021-01-30 01:03:04,28.419,30.7792,41.16,69,0,2.55
452,El+Dorado,US,2021-01-30 01:03:04,38.7666,-120.5177,41.0,97,98,2.13
453,Volnovakha,UA,2021-01-30 01:03:05,47.601,37.4967,34.0,81,100,11.01
454,Kamaishi,JP,2021-01-30 01:03:05,39.2667,141.8833,24.8,68,40,8.05
455,Tarko-Sale,RU,2021-01-30 01:03:05,64.9225,77.785,-39.14,81,7,6.76
456,Kaspiyskiy,RU,2021-01-30 01:03:05,45.3929,47.3707,35.2,87,100,6.93
457,San+Antonio+De+Cortes,HN,2021-01-30 01:03:05,15.1167,-88.0333,73.4,83,75,13.8
458,Tibanban,PH,2021-01-30 01:03:05,6.6295,126.0789,79.63,74,100,6.08
459,Zhezkazgan,KZ,2021-01-30 01:03:06,47.8043,67.7144,12.94,93,100,11.43
460,Youkounkoun,GN,2021-01-30 01:03:06,12.5333,-13.1333,72.54,19,0,3.44
461,Yar-Sale,RU,2021-01-30 01:03:06,66.8333,70.8333,-40.13,81,20,3.51
462,Pingliang,CN,2021-01-30 01:03:06,35.5392,106.6861,30.51,67,100,0.81
463,Lamar,US,2021-01-30 01:03:06,33.6668,-95.5836,53.01,62,1,8.05
464,Xambioa,BR,2021-01-30 01:03:06,-6.4111,-48.5364,74.39,92,100,1.7
465,Portel,BR,2021-01-30 00:59:51,-1.9356,-50.8211,75.22,94,100,4.59
466,Banda+Aceh,ID,2021-01-30 01:03:07,5.5577,95.3222,78.39,80,98,13.96
467,Nokha,IN,2021-01-30 01:03:07,27.6,73.4167,49.51,40,0,6.04
468,Faanui,PF,2021-01-30 00:57:57,-16.4833,-151.75,80.69,67,100,3.74
469,Santa+Rosa,PH,2021-01-30 01:03:07,14.3122,121.1114,80.6,61,40,5.75
470,Bilibino,RU,2021-01-30 01:03:07,68.0546,166.4372,-24.18,79,0,4.76
471,Port+Blair,IN,2021-01-30 00:58:09,11.6667,92.75,79.56,79,0,6.73
472,Conneaut,US,2021-01-30 01:03:08,41.9476,-80.5542,24.01,79,90,10.36
473,Shimoda,JP,2021-01-30 01:03:08,34.6667,138.95,44.6,39,20,2.3
474,Ballina,AU,2021-01-30 01:03:08,-28.8667,153.5667,82.4,61,75,8.05
475,Usevya,TZ,2021-01-30 01:03:08,-7.1,31.2333,64.33,87,100,1.72
476,Forestville,US,2021-01-30 01:03:08,38.8451,-76.875,30.2,43,75,14.97
477,Vila+Velha,BR,2021-01-30 01:02:04,-20.3297,-40.2925,78.8,78,0,11.5
478,Booue,GA,2021-01-30 01:03:09,-0.0921,11.9385,73.92,92,100,2.35
479,Algiers,DZ,2021-01-30 00:59:33,36.7525,3.042,50.0,87,0,2.3
480,Honiara,SB,2021-01-30 01:00:36,-9.4333,159.95,84.15,75,92,8.61
481,Caxito,AO,2021-01-30 00:58:53,-8.5785,13.6643,78.8,83,20,6.91
482,Maneadero,MX,2021-01-30 01:03:09,31.7167,-116.5667,57.99,78,51,5.01
483,Lima,PE,2021-01-30 01:03:09,-12.0432,-77.0282,78.01,73,0,13.8
484,Alta+Floresta,BR,2021-01-30 00:55:59,-9.8756,-56.0861,73.13,94,100,1.43
485,Santa+Isabel+Do+Rio+Negro,BR,2021-01-30 01:03:09,-0.4139,-65.0192,77.2,71,63,3.33
486,Suntar,RU,2021-01-30 01:03:10,62.1444,117.6319,-47.07,76,100,2.17
487,Ayan,RU,2021-01-30 01:03:10,56.45,138.1667,-5.91,83,100,0.87
488,Nioro,GM,2021-01-30 01:03:10,13.35,-15.75,71.29,19,0,3.29
489,Kahului,US,2021-01-30 01:01:30,20.8947,-156.47,78.8,57,40,23.02
490,Rumilly,FR,2021-01-30 01:03:10,45.8667,5.95,48.2,93,90,4.61
491,Santa+Barbara,US,2021-01-30 01:01:56,34.7333,-120.0343,50.0,76,75,3.44
492,Bowen,AU,2021-01-30 01:03:10,-20.0167,148.2333,84.2,70,40,18.41
493,Naryan-Mar,RU,2021-01-30 00:58:04,67.6713,53.087,-9.83,84,100,16.91
494,Juan+Lacaze,UY,2021-01-30 01:03:11,-34.4342,-57.4381,75.4,68,0,5.73
495,Belyy+Yar,RU,2021-01-30 01:03:11,53.6039,91.3903,24.8,63,0,8.95
496,Ahipara,NZ,2021-01-30 00:58:18,-35.1667,173.1667,68.59,64,40,7.25
497,Lavrentiya,RU,2021-01-30 00:54:01,65.5833,-171.0,-16.46,82,0,10.02
498,College,US,2021-01-30 00:58:26,64.8569,-147.8028,1.0,78,40,3.44
499,Peniche,PT,2021-01-30 01:03:11,39.3558,-9.3811,57.99,97,100,20.0
500,Popondetta,PG,2021-01-30 01:03:12,-8.7537,148.2534,85.51,79,25,3.69
501,Mariental,NA,2021-01-30 01:03:12,-24.6333,17.9667,76.84,18,4,9.69
502,Deputatskiy,RU,2021-01-30 00:58:19,69.3,139.9,-29.99,87,100,2.33
503,Kodinsk,RU,2021-01-30 01:03:12,58.6881,99.1844,-30.84,79,100,7.29
504,Belomorsk,RU,2021-01-30 01:03:12,64.5232,34.7668,23.81,98,100,9.06
505,Micheweni,TZ,2021-01-30 01:03:12,-4.9667,39.8333,79.97,82,14,10.58
506,Umm+Lajj,SA,2021-01-30 01:03:12,25.0213,37.2685,62.89,48,0,11.3
507,Guararapes,BR,2021-01-30 01:03:13,-21.2608,-50.6428,75.2,88,100,9.22
508,Karratha,AU,2021-01-30 01:01:23,-20.7377,116.8463,87.6,54,2,4.63
509,Conde,BR,2021-01-30 01:03:13,-7.2597,-34.9075,80.6,78,75,8.05
510,Jardim,BR,2021-01-30 00:57:46,-21.4803,-56.1381,74.57,86,100,6.11
511,Rio+Rancho,US,2021-01-30 01:03:13,35.2334,-106.6645,53.01,34,1,17.27
512,Badalona,ES,2021-01-30 01:03:13,41.45,2.2474,55.99,93,0,3.44
513,Netrakona,BD,2021-01-30 01:03:14,24.8833,90.7167,56.19,63,0,3.22
514,Evensk,RU,2021-01-30 01:03:14,61.95,159.2333,-0.87,85,100,15.95
515,Salalah,OM,2021-01-30 00:58:52,17.0151,54.0924,71.6,60,75,4.61
516,Hanna,CA,2021-01-30 01:00:18,51.6334,-111.9018,5.0,85,82,5.01
517,Mount+Gambier,AU,2021-01-30 00:58:18,-37.8333,140.7667,60.8,82,90,10.36
518,Oistins,BB,2021-01-30 00:58:21,13.0667,-59.5333,77.0,78,40,10.36
519,Buraydah,SA,2021-01-30 00:58:36,26.326,43.975,53.6,58,0,6.91
520,Santa+Maria,BR,2021-01-30 01:03:14,-29.6842,-53.8069,74.95,83,41,4.34
521,Ahuimanu,US,2021-01-30 01:03:15,21.4447,-157.8378,80.6,65,40,13.8
522,Roswell,US,2021-01-30 01:03:15,34.0232,-84.3616,42.01,48,1,3.44
523,Kuito,AO,2021-01-30 00:54:19,-12.3833,16.9333,58.95,84,100,3.56
524,Portobelo,PA,2021-01-30 01:03:15,9.55,-79.65,79.0,71,59,16.96
525,Oron,NG,2021-01-30 01:03:15,4.8256,8.2343,78.55,87,4,2.68
526,Kidal,ML,2021-01-30 01:03:16,18.4411,1.4078,64.08,26,0,11.72
527,Kyra,RU,2021-01-30 01:03:16,49.5776,111.9753,-14.87,82,33,1.81
528,Torit,SS,2021-01-30 01:03:16,4.4133,32.5678,78.24,36,92,3.74
529,Doha,QA,2021-01-30 01:03:16,25.2867,51.5333,68.0,77,0,4.61
530,Yilan,TW,2021-01-30 01:03:16,24.757,121.753,64.4,68,20,12.66
531,Rio+Gallegos,AR,2021-01-30 01:02:05,-51.6226,-69.2181,50.0,50,40,25.32
532,Sulangan,PH,2021-01-30 01:03:16,11.1373,123.7228,79.48,80,100,28.61
533,Hickory,US,2021-01-30 01:03:17,35.7332,-81.3412,35.6,48,1,3.44
534,Ibra,OM,2021-01-30 01:03:17,22.6906,58.5334,50.27,71,0,2.01
535,Sakleshpur,IN,2021-01-30 01:03:17,12.9667,75.7833,60.12,89,0,5.12
536,Laurinburg,US,2021-01-30 01:03:17,34.7741,-79.4628,33.8,60,1,2.75
537,Paamiut,GL,2021-01-30 00:58:42,61.994,-49.6678,33.08,83,100,8.3
538,Datong,CN,2021-01-30 01:03:17,40.0936,113.2914,20.95,82,0,5.19
539,Chicama,PE,2021-01-30 01:03:17,-7.8447,-79.1469,74.16,66,97,6.44
540,Pevek,RU,2021-01-30 00:53:33,69.7008,170.3133,-29.56,85,5,2.82
541,Suluktu,KG,2021-01-30 01:03:18,39.9337,69.57,37.4,52,98,13.42
542,Toamasina,MG,2021-01-30 01:03:04,-18.1667,49.3833,75.2,94,20,2.3
543,Solnechnyy,RU,2021-01-30 00:58:38,50.7214,136.6319,-5.12,87,100,4.16
544,Ayutthaya,TH,2021-01-30 01:00:27,14.2833,100.5,73.99,73,20,4.61
